txn_id,user_id,device_id,merchant_id,amount,is_fraud,ts,city
T204,U54,D23,M21,1885,0,2025-01-24T02:07:29,Hyderabad
T205,U80,D61,M97,253,0,2025-01-28T02:33:55,Mumbai
T206,U72,D72,M39,1340,0,2025-01-08T14:28:04,Delhi
T207,U24,D38,M34,4326,0,2025-01-13T18:38:33,Mumbai
T208,U107,D43,M50,3649,0,2025-01-30T05:13:08,Mumbai
T209,U11,D18,M43,4190,0,2025-01-20T05:36:33,Delhi
T210,U16,D73,M56,3994,0,2025-01-05T23:09:48,Delhi
T211,U11,D61,M79,315,0,2025-01-28T23:13:50,Chennai
T212,U148,D80,M86,2521,0,2025-01-14T19:05:02,Hyderabad
T213,U199,D24,M81,3826,0,2025-01-28T23:29:09,Chennai
T214,U108,D25,M46,3459,0,2025-01-19T01:27:53,Mumbai
T215,U198,D16,M22,3257,0,2025-01-19T13:09:35,Mumbai
T216,U13,D78,M6,4332,0,2025-01-18T15:21:42,Chennai
T217,U71,D58,M86,1600,0,2025-01-29T05:44:15,Mumbai
T218,U166,D98,M17,1566,0,2025-01-10T16:46:43,Mumbai
T219,U16,D13,M30,3323,0,2025-01-01T18:22:30,Chennai
T220,U187,D44,M97,230,0,2025-01-07T11:28:43,Delhi
T221,U182,D86,M38,4059,0,2025-01-02T13:14:15,Delhi
T222,U92,D85,M24,2869,0,2025-01-16T16:27:47,Delhi
T223,U169,D65,M54,838,0,2025-01-12T17:02:07,Mumbai
T224,U157,D12,M12,3910,0,2025-01-06T07:34:57,Chennai
T225,U28,D61,M92,4513,0,2025-01-07T06:10:59,Delhi
T226,U184,D15,M55,1871,0,2025-01-15T08:57:15,Chennai
T227,U102,D83,M4,2724,0,2025-01-22T12:33:02,Mumbai
T228,U2,D44,M13,475,0,2025-01-21T17:06:56,Mumbai
T229,U67,D17,M61,4488,0,2025-01-15T01:20:49,Delhi
T230,U180,D78,M72,4594,0,2025-01-15T16:54:24,Delhi
T231,U87,D67,M11,2334,0,2025-01-02T10:05:44,Mumbai
T232,U60,D42,M69,906,0,2025-01-07T20:20:52,Hyderabad
T233,U45,D87,M10,1968,0,2025-01-21T09:02:54,Mumbai
T234,U198,D51,M3,984,0,2025-01-03T01:49:12,Chennai
T235,U73,D97,M56,2365,0,2025-01-12T00:21:01,Delhi
T236,U2,D5,M4,1896,0,2025-01-12T21:09:13,Mumbai
T237,U176,D8,M98,2013,0,2025-01-18T12:42:22,Delhi
T238,U122,D34,M49,949,0,2025-01-04T08:05:16,Mumbai
T239,U2,D31,M98,4169,0,2025-01-13T00:45:04,Delhi
T240,U124,D88,M72,4775,0,2025-01-10T04:28:39,Mumbai
T241,U104,D55,M66,2782,0,2025-01-20T22:13:30,Hyderabad
T242,U136,D66,M24,1455,0,2025-01-06T16:23:56,Mumbai
T243,U138,D58,M97,1083,0,2025-01-04T18:48:36,Hyderabad
T244,U71,D4,M47,1013,0,2025-01-10T21:48:21,Mumbai
T245,U59,D47,M76,895,0,2025-01-11T08:02:44,Delhi
T246,U80,D39,M44,417,0,2025-01-14T03:26:04,Delhi
T247,U185,D66,M55,3211,0,2025-01-14T02:37:38,Mumbai
T248,U32,D5,M87,2483,0,2025-01-16T00:37:46,Hyderabad
T249,U96,D58,M58,1804,0,2025-01-09T08:50:35,Delhi
T250,U44,D88,M52,4551,0,2025-01-05T22:25:46,Chennai
T251,U132,D44,M57,2908,0,2025-01-20T23:34:30,Chennai
T252,U22,D41,M9,2819,0,2025-01-09T05:07:42,Chennai
T253,U157,D38,M30,2229,0,2025-01-06T10:40:52,Hyderabad
T254,U76,D92,M11,394,0,2025-01-26T17:36:01,Mumbai
T255,U45,D26,M16,4555,0,2025-01-06T15:49:32,Chennai
T256,U191,D87,M34,1107,0,2025-01-11T18:28:11,Mumbai
T257,U157,D70,M73,1347,0,2025-01-07T22:48:50,Mumbai
T258,U155,D59,M78,1345,0,2025-01-04T17:49:50,Delhi
T259,U67,D90,M63,1140,0,2025-01-20T04:11:11,Hyderabad
T260,U137,D64,M21,4669,0,2025-01-29T01:06:24,Hyderabad
T261,U13,D63,M46,384,0,2025-01-23T00:34:57,Hyderabad
T262,U179,D75,M6,128,0,2025-01-06T14:28:10,Chennai
T263,U133,D78,M31,3094,0,2025-01-12T03:06:08,Chennai
T264,U25,D97,M45,4933,0,2025-01-03T15:08:06,Delhi
T265,U98,D12,M38,3442,0,2025-01-20T21:17:04,Chennai
T266,U74,D31,M1,3255,0,2025-01-17T01:10:52,Mumbai
T267,U26,D66,M80,3553,0,2025-01-24T15:35:38,Hyderabad
T268,U91,D92,M20,4126,0,2025-01-03T14:24:55,Hyderabad
T269,U146,D56,M68,4765,0,2025-01-07T15:13:09,Hyderabad
T270,U161,D60,M34,1955,0,2025-01-23T23:41:02,Delhi
T271,U23,D11,M17,2355,0,2025-01-15T21:28:56,Chennai
T272,U59,D45,M88,3776,0,2025-01-21T21:04:07,Delhi
T273,U78,D26,M45,3733,0,2025-01-17T18:55:03,Hyderabad
T274,U130,D92,M63,792,0,2025-01-15T02:32:38,Hyderabad
T275,U147,D45,M14,3324,0,2025-01-22T20:11:46,Mumbai
T276,U198,D16,M83,1863,0,2025-01-06T23:59:09,Delhi
T277,U175,D59,M62,216,0,2025-01-17T09:00:21,Mumbai
T278,U71,D20,M17,2113,0,2025-01-08T01:26:36,Hyderabad
T279,U109,D94,M37,1667,0,2025-01-02T20:28:01,Chennai
T280,U32,D40,M7,878,0,2025-01-12T02:26:32,Mumbai
T281,U87,D40,M16,3036,0,2025-01-07T20:53:06,Mumbai
T282,U147,D32,M73,1035,0,2025-01-20T07:40:11,Hyderabad
T283,U96,D1,M96,2948,0,2025-01-15T09:18:51,Delhi
T284,U157,D32,M76,1017,0,2025-01-03T00:54:36,Chennai
T285,U89,D45,M14,3141,0,2025-01-08T20:32:38,Mumbai
T286,U171,D48,M74,416,0,2025-01-25T09:03:50,Chennai
T287,U8,D5,M72,2370,0,2025-01-17T17:01:57,Hyderabad
T288,U113,D75,M7,4011,0,2025-01-01T09:15:20,Mumbai
T289,U61,D83,M61,4306,0,2025-01-16T03:28:27,Chennai
T290,U6,D74,M83,307,0,2025-01-02T03:58:54,Hyderabad
T291,U126,D2,M40,4209,0,2025-01-09T10:38:17,Chennai
T292,U11,D86,M11,3056,0,2025-01-11T19:06:57,Delhi
T293,U121,D18,M54,849,0,2025-01-26T05:38:58,Hyderabad
T294,U135,D92,M52,4890,0,2025-01-07T21:10:04,Hyderabad
T295,U43,D81,M69,761,0,2025-01-08T09:34:42,Delhi
T296,U55,D58,M2,3071,0,2025-01-12T22:31:59,Mumbai
T297,U188,D92,M53,452,0,2025-01-27T21:07:46,Chennai
T298,U93,D84,M30,2077,0,2025-01-19T03:42:40,Delhi
T299,U147,D36,M3,2879,0,2025-01-27T22:49:59,Hyderabad
T300,U19,D59,M23,1812,0,2025-01-08T05:54:05,Chennai
T301,U104,D35,M97,3911,0,2025-01-28T08:39:59,Mumbai
T302,U161,D35,M5,4490,0,2025-01-04T08:18:22,Mumbai
T303,U185,D11,M2,629,0,2025-01-28T12:17:54,Hyderabad
T304,U142,D96,M98,4989,0,2025-01-04T00:15:16,Hyderabad
T305,U86,D41,M43,625,0,2025-01-02T19:49:55,Mumbai
T306,U36,D68,M37,3152,0,2025-01-16T13:17:42,Delhi
T307,U59,D13,M88,3255,0,2025-01-08T23:48:13,Mumbai
T308,U69,D16,M88,2140,0,2025-01-27T14:12:54,Hyderabad
T309,U162,D4,M64,4655,0,2025-01-16T22:52:49,Hyderabad
T310,U44,D22,M46,3566,0,2025-01-09T17:15:15,Mumbai
T311,U117,D13,M79,2093,0,2025-01-13T15:41:54,Delhi
T312,U75,D93,M0,2460,0,2025-01-05T10:18:49,Hyderabad
T313,U120,D36,M46,2312,0,2025-01-23T11:40:11,Delhi
T314,U119,D43,M55,2303,0,2025-01-21T21:36:48,Chennai
T315,U133,D60,M19,4053,0,2025-01-06T07:54:54,Mumbai
T316,U36,D19,M25,2944,0,2025-01-23T04:22:25,Delhi
T317,U34,D69,M58,1108,0,2025-01-02T23:15:02,Chennai
T318,U11,D19,M52,2389,0,2025-01-28T16:48:13,Hyderabad
T319,U42,D97,M88,3968,0,2025-01-21T22:06:50,Delhi
T320,U183,D42,M49,1018,0,2025-01-02T16:41:10,Hyderabad
T321,U83,D22,M44,4503,0,2025-01-01T21:59:01,Hyderabad
T322,U123,D7,M84,228,0,2025-01-19T05:27:13,Chennai
T323,U101,D4,M85,1298,0,2025-01-20T10:18:07,Mumbai
T324,U54,D89,M42,3585,0,2025-01-25T19:57:52,Mumbai
T325,U144,D25,M7,402,0,2025-01-01T07:57:05,Hyderabad
T326,U71,D88,M45,3172,0,2025-01-06T15:33:31,Chennai
T327,U141,D52,M47,2508,0,2025-01-23T03:42:22,Mumbai
T328,U191,D69,M62,3332,0,2025-01-06T08:33:05,Delhi
T329,U175,D12,M72,3928,0,2025-01-09T14:14:48,Delhi
T330,U67,D97,M3,1737,0,2025-01-30T19:25:18,Chennai
T331,U81,D12,M22,950,0,2025-01-12T08:54:29,Delhi
T332,U128,D87,M53,554,0,2025-01-23T10:32:42,Delhi
T333,U142,D64,M75,4189,0,2025-01-13T17:41:40,Chennai
T334,U146,D59,M92,1540,0,2025-01-08T16:34:28,Delhi
T335,U34,D43,M89,3438,0,2025-01-11T04:28:32,Chennai
T336,U109,D77,M73,1061,0,2025-01-24T15:27:03,Mumbai
T337,U2,D84,M25,2963,0,2025-01-23T03:16:24,Mumbai
T338,U116,D92,M25,4860,0,2025-01-09T15:36:59,Hyderabad
T339,U47,D36,M78,3471,0,2025-01-28T13:22:12,Hyderabad
T340,U42,D47,M86,2645,0,2025-01-25T00:30:06,Hyderabad
T341,U170,D20,M22,1114,0,2025-01-23T03:35:22,Hyderabad
T342,U116,D14,M24,814,0,2025-01-01T16:26:22,Chennai
T343,U18,D33,M77,1063,0,2025-01-03T23:48:37,Hyderabad
T344,U26,D28,M27,205,0,2025-01-09T15:46:53,Hyderabad
T345,U1,D48,M76,2237,0,2025-01-17T10:08:17,Delhi
T346,U6,D94,M73,3754,0,2025-01-01T23:59:25,Chennai
T347,U169,D60,M41,135,0,2025-01-22T10:55:51,Hyderabad
T348,U117,D6,M53,1508,0,2025-01-08T07:37:39,Hyderabad
T349,U172,D46,M12,1400,0,2025-01-23T01:27:19,Mumbai
T350,U25,D8,M14,109,0,2025-01-27T21:05:12,Hyderabad
T351,U124,D41,M71,4915,0,2025-01-21T22:13:12,Delhi
T352,U90,D36,M67,4245,0,2025-01-27T23:09:13,Hyderabad
T353,U99,D59,M38,3373,0,2025-01-18T08:00:18,Delhi
T354,U163,D73,M96,1562,0,2025-01-03T17:06:26,Mumbai
T355,U48,D98,M97,4868,0,2025-01-03T06:14:06,Chennai
T356,U149,D47,M36,2566,0,2025-01-11T00:49:24,Hyderabad
T357,U159,D10,M9,1068,0,2025-01-07T12:51:18,Mumbai
T358,U184,D24,M1,1443,0,2025-01-09T22:12:28,Chennai
T359,U84,D17,M66,1677,0,2025-01-19T06:07:02,Mumbai
T360,U166,D40,M74,3451,0,2025-01-24T18:46:20,Hyderabad
T361,U18,D67,M89,1225,0,2025-01-18T06:48:13,Mumbai
T362,U166,D35,M96,172,0,2025-01-13T11:53:03,Hyderabad
T363,U69,D40,M67,1904,0,2025-01-05T16:02:02,Delhi
T364,U187,D4,M43,3710,0,2025-01-12T10:05:53,Hyderabad
T365,U199,D49,M66,3161,0,2025-01-10T18:09:41,Hyderabad
T366,U57,D2,M85,2874,0,2025-01-06T17:12:28,Hyderabad
T367,U34,D97,M86,4311,0,2025-01-09T06:18:56,Hyderabad
T368,U43,D57,M35,1968,0,2025-01-20T17:29:57,Delhi
T369,U46,D54,M79,2765,0,2025-01-28T10:17:02,Mumbai
T370,U54,D15,M11,4852,0,2025-01-09T17:31:36,Hyderabad
T371,U2,D15,M29,336,0,2025-01-27T06:01:55,Chennai
T372,U103,D4,M83,4043,0,2025-01-27T10:29:06,Hyderabad
T373,U120,D29,M20,4137,0,2025-01-25T11:45:04,Mumbai
T374,U199,D31,M32,1112,0,2025-01-13T18:54:09,Hyderabad
T375,U37,D97,M13,4676,0,2025-01-01T02:58:19,Chennai
T376,U65,D84,M1,2596,0,2025-01-21T17:48:33,Chennai
T377,U179,D61,M22,1789,0,2025-01-05T12:19:14,Hyderabad
T378,U54,D5,M34,505,0,2025-01-15T09:43:45,Chennai
T379,U85,D59,M11,660,0,2025-01-19T07:47:26,Mumbai
T380,U172,D34,M29,3387,0,2025-01-04T07:48:33,Mumbai
T381,U66,D79,M6,172,0,2025-01-13T23:47:17,Chennai
T382,U65,D90,M1,3078,0,2025-01-22T12:27:14,Mumbai
T383,U19,D81,M9,2085,0,2025-01-15T11:55:57,Delhi
T384,U163,D94,M13,1233,0,2025-01-13T11:36:00,Hyderabad
T385,U124,D51,M2,2630,0,2025-01-09T00:30:45,Delhi
T386,U24,D12,M97,3064,0,2025-01-01T06:30:29,Mumbai
T387,U24,D78,M67,4323,0,2025-01-13T08:05:23,Hyderabad
T388,U140,D30,M77,3703,0,2025-01-27T21:08:43,Mumbai
T389,U59,D62,M5,2819,0,2025-01-21T07:48:44,Delhi
T390,U129,D59,M22,2053,0,2025-01-06T10:51:22,Mumbai
